player_id,name,position,current_club_id,nationality,born
9796,Giuliano Simeone,F M S,143,ARG,2002
193,Giulio Donati,S,271,,
8944,Giulio Maggiore,M S,264,,
9046,Giuseppe Caso,F S,112,,
8185,Giuseppe Ciocci,S,116,ITA,2002
1281,Giuseppe Pezzella,D M S,108,ITA,1997
12879,Glen Kamara,M S,163,FIN,1995
13335,Goduine Koyalipou,F M S,210,CTA,2000
2437,Gonzalo Escalante,M S,261,,
12035,Gonzalo García,S,150,ESP,2004
6953,Gonzalo Melero,F M S,208,,
9897,Gonzalo Montiel,D S,138,ARG,1997
6750,Gonzalo Villar,F M S,155,,
5682,Gonçalo Guedes,F M S,229,POR,1996
7051,Gonçalo Paciência,F S,268,,
11767,Gonçalo Ramos,F S,161,POR,2001
7020,Gorka Guruzeta,F M S,147,ESP,1996
10991,Gorka Rivera,S,142,ESP,2004
204,Granit Xhaka,M,119,SUI,1992
11847,Grant-Leon Ranos,S,130,ARM,2003
1468,Gregoire Defrel,F M S,104,,
5288,Gregor Kobel,GK,129,SUI,1997
3663,Grejohn Kyei,F S,270,,
4951,Grigoris Kastanos,F M S,94,CYP,1998
4340,Grischa Prömel,M,120,GER,1995
9616,Grégoire Coudert,GK,241,FRA,1999
10868,Guela Doué,D S,225,CIV,2002
10485,Guemissongui Ouattara,D F M S,225,,
8858,Guglielmo Vicario,GK,82,ITA,1996
8267,Guido Rodríguez,M S,81,ARG,1994
8097,Guillaume Dietsch,S,180,,
11776,Guillaume Restes,GK,174,FRA,2005
6073,Guillermo Maripán,D S,113,CHI,1994
2330,Guillermo Ochoa,GK,264,,
11951,Gustav Isaksen,F M S,96,DEN,2001
11839,Gustavo Hamer,F M S,238,,
13588,Gustavo Nunes,S,244,BRA,2005
11869,Gustavo Puerta,S,119,,
11278,Gvidas Gineitis,M S,113,LTU,2004
10843,Gédéon Kalulu,D S,179,,
9767,Habib Diarra,D F M S,225,SEN,2004
9510,Habib Keita,M S,270,,
13312,Hafiz Ibrahim,F S,177,NGA,2005
189,Hakan Calhanoglu,M S,106,TUR,1994
3239,Hamari Traore,D S,140,MLI,1992
6986,Hamed Junior Traore,F M,275,CIV,2000
13552,Hamidou Makalou,S,241,MLI,2006
6418,Hamza Choudhury,M S,75,BAN,1997
9010,Hamza Rafia,M S,243,TUN,1999
12961,Hamzat Ojediran,M S,210,NGA,2003
7264,Han-Noah Massengo,M S,275,FRA,2001
11998,Hannes Delcroix,D S,92,,
9558,Hannibal Mejbri,M S,138,,
4941,Hans Hateboer,D S,163,NED,1994
7483,Hans Nicolussi Caviglia,M S,265,ITA,2000
7732,Haris Belkebla,M S,167,ALG,1994
13013,Haris Tabakovic,F S,120,BIH,1994
12757,Harrison Armstrong,S,72,ENG,2007
910,Harrison Reed,S,228,ENG,1995
12559,Harry Amass,D S,89,ENG,2007
13133,Harry Clarke,D S,285,ENG,2001
13584,Harry Howell,S,220,ENG,2008
647,Harry Kane,F S,117,ENG,1993
1687,Harry Maguire,D S,89,ENG,1993
10758,Harry Toffolo,D S,249,ENG,1995
5596,Harry Wilson,F M S,228,WAL,1997
971,Harry Winks,M S,75,ENG,1996
6681,Harvey Barnes,F M S,86,ENG,1997
7546,Harvey Elliott,M S,87,ENG,2003
3729,Hassane Kamara,D M S,99,CIV,1994
5344,Hauke Wahl,D,288,GER,1994
12171,Hector Fort,D S,148,ESP,2006
8845,Hee-Chan Hwang,F M S,229,KOR,1996
12254,Hendry Blank,S,129,,
13414,Hennes Behrens,S,120,GER,2005
13040,Henri Koudossou,D S,121,GER,1999
12881,Henrik Meister,S,163,DEN,2003
317,Henrikh Mkhitaryan,M S,106,ARM,1989
9778,Henrique,D S,231,BRA,1994
5509,Hernani,M S,230,BRA,1994
8151,Hianga'a M'Bock,S,241,FRA,1999
8050,Hichem Boudaoui,M S,170,ALG,1999
10923,Himad Abdelli,F M,167,ALG,1999
9715,Hiroki Ito,D S,117,JPN,1999
13384,Hiroki Sekine,D S,177,JPN,2002
11704,Hjalmar Ekdal,D S,92,,
12779,Honest Ahanor,D M S,101,ITA,2008
13016,Hong Hyun-Seok,M S,125,KOR,1999
8649,Houboulang Mendes,D S,208,,
5733,Houssem Aouar,F M S,95,,
10861,Hrvoje Smolcic,D S,132,,
12332,Hugo Boutsingkham,S,168,,
10140,Hugo Bueno,D M S,229,,
6637,Hugo Duro,F S,146,ESP,1999
8995,Hugo Ekitike,F M S,132,FRA,2002
10082,Hugo Gonzalez,S,146,,
8334,Hugo Guillamón,M S,146,ESP,2000
11911,Hugo Larsson,M S,132,SWE,2004
5742,Hugo Magnetti,M S,241,FRA,1998
9293,Hugo Novoa Ramos,D M S,158,ESP,2003
9520,Hugo Sotelo,M S,152,ESP,2003
10078,Hugo Álvarez,D M S,152,ESP,2003
11757,Hákon Haraldsson,F M S,160,ISL,2003
12595,Hákon Valdimarsson,GK S,244,ISL,2001
492,Héctor Bellerín,D S,153,ESP,1995
8065,Iago,D M S,121,ESP,1987
2290,Iago Aspas,F M S,152,ESP,1987
13609,Iago Parente,D,231,ESP,2006
11807,Ian Maatsen,D S,71,NED,2002
1428,Ianis Hagi,M S,158,,
12000,Ibou Sané,S,180,,
13629,Ibrahim Alani,M S,231,NGA,2006
12184,Ibrahim Cissoko,M S,174,MLI,1995
10195,Ibrahim Diakité,D S,177,,
12733,Ibrahim Mbaye,F S,161,SEN,2008
11371,Ibrahim Salah,F M S,241,MAR,2001
5722,Ibrahim Sangare,M S,249,CIV,1997
12810,Ibrahim Sissoko,F S,175,MLI,1995
11995,Ibrahima Kebe,S,223,,
6326,Ibrahima Konaté,D S,87,FRA,1999
10381,Ibrahima Koné,F S,208,FRA,1999
5988,Ibrahima Niane,F S,167,SEN,1999
6904,Ibrahima Sissoko,M S,268,MLI,1997
12959,Ibrahima Wadji,F S,175,SEN,1995
11252,Ichem Ferrah,S,160,,
7840,Iddrisu Baba,M S,208,,
668,Idrissa Gueye,M S,72,SEN,1989
13050,Ignace Van der Brempt,D S,286,BEL,2002
11905,Ignacio Miramón,M S,160,,
6442,Ignasi Miquel,D S,155,,
6238,Ignatius Ganago,M S,168,CMR,1999
7943,Igor Julio,D S,220,BRA,1998
12953,Igor Matanovic,F S,132,CRO,2003
13125,Igor Miladinovic,S,175,SRB,2003
9661,Igor Silva,D S,179,BRA,1998
2417,Igor Zubeldia,D S,140,ESP,1997
6271,Ihlas Bebou,S,120,TOG,1994
12567,Ikechukwu Orazi,S,177,,
11738,Iker Almena,S,223,ESP,2004
10273,Iker Benito,S,157,ESP,2002
10090,Iker Bravo,F M S,99,ESP,2005
13002,Iker Córdoba,S,146,ESP,2005
7825,Iker Losada,F M S,152,ESP,2001
11395,Iker Muñoz,M S,157,ESP,2002
9243,Ilaix Moriba,M S,152,GUI,2003
8197,Ilario Monterisi,D S,112,,
12606,Ilhan Fakili,M S,270,,
8000,Ilia Gruev,S,123,,
10121,Ilias Akhomach,M S,154,MAR,2004
9307,Iliman Ndiaye,F M S,72,SEN,2000
314,Ilkay Gündogan,M S,88,GER,1990
11486,Illia Zabarnyi,D S,73,UKR,2002
11254,Ilyes Housni,F S,282,FRA,2005
11760,Imanol García de Albéniz,D S,147,,
7278,Imran Louza,M S,179,,
9755,Inigo Ruiz de Galarreta,M S,147,ESP,1993
1830,Ionut Radu,GK,265,ROU,1997
7502,Iron Gomis,M S,264,,
5724,Irvin Cardona,F M S,175,MLT,1997
8731,Isaac Carcelén,D M S,261,,
12305,Isaac Romero,F M S,138,ESP,2000
1724,Isaac Success,F M S,99,,
12431,Isak Hansen-Aaröen,S,123,,
11053,Isak Hien,D S,107,SWE,1999
2255,Isco,M S,153,ESP,1992
9812,Isi Palazón,F M S,145,,
13334,Ismael Bekhoucha,S,142,MAR,2004
6981,Ismael Bennacer,M S,164,ALG,1997
13071,Ismael Konaté,S,108,ITA,2006
3487,Ismael Traoré,D S,180,,
8146,Ismail Jakobs,D,171,SEN,1999
5675,Ismaila Sarr,F M S,78,SEN,1998
10811,Ismaily,D S,160,BRA,1990
10390,Ismaël Doukouré,D M,225,FRA,2003
13069,Ismaël Koné,M S,164,CAN,2002
13197,Israel Domínguez,S,138,ESP,2003
3203,Issa Diop,D S,228,MAR,1997
12878,Issa Doumbia,M S,265,ITA,2003
9619,Issa Kabore,D S,123,BFA,2001
11792,Issa Soumaré,F M S,282,SEN,2000
12830,Issiaga Camara,S,170,GUI,2005
3370,Issiaga Sylla,D M S,166,GUI,1994
3683,Ivan Cavaleiro,F M S,160,,
8828,Ivan Ilic,M S,113,SRB,2001
12555,Ivan M'Bahia,S,270,,
13470,Ivan Nekic,D,287,CRO,2000
7632,Ivan Ordets,D S,268,UKR,1992
448,Ivan Perisic,S,82,,
6982,Ivan Provedel,GK,96,ITA,1994
3918,Ivan Prtajin,F S,240,CRO,1996
2094,Ivan Rakitic,M S,138,,
13443,Ivan Smolcic,D S,286,CRO,2000
998,Ivan Toney,F S,244,,
8923,Ivo Grbic,GK,238,,
6226,Iván Alejo,M S,261,,
5672,Iván Balliu,D S,145,ALB,1992
2208,Iván Cuéllar,GK,239,,
13436,Iván Jaime,M S,146,ESP,2000
7529,Iván Martín,M S,223,ESP,1999
4169,Iván Sánchez,F M S,231,ESP,1992
5033,Iván Villar,GK,152,ESP,1997
8831,Iyenoma Destiny Udogie,D S,82,ITA,2002
11748,Iñaki González,S,144,,
7287,Iñaki Peña,GK S,148,ESP,1999
2399,Iñaki Williams,F M S,147,GHA,1994
12472,Iñigo Arguibide,S,157,,
2484,Iñigo Martínez,D,148,ESP,1991
13019,Jack Clarke,M S,285,ENG,2000
712,Jack Cork,S,92,,
675,Jack Grealish,M S,88,ENG,1995
8720,Jack Harrison,F M S,72,ENG,1996
11269,Jack Hinshelwood,D F M S,220,ENG,2005
8286,Jack Robinson,D S,238,ENG,2007
1735,Jack Stephens,D S,74,ENG,1994
12754,Jack Taylor,M S,285,IRL,1998
12978,Jackson Irvine,M,288,AUS,1993
12113,Jackson Tchatchoua,D M,94,CMR,2001
11720,Jacob Brown,F M S,256,,
5355,Jacob Bruun Larsen,F M S,120,DEN,1998
11895,Jacob Christensen,M S,134,,
12745,Jacob Greaves,D,285,ENG,2000
6063,Jacob Murphy,D F M S,86,ENG,1995
13386,Jacob Ondrejka,M S,230,SWE,2002
8941,Jacob Ramsey,F M S,71,ENG,2001
12436,Jacobo Ramón,D S,150,ESP,2005
13244,Jacopo Bacci,S,108,ITA,2005
10303,Jacopo Fazzini,F M S,108,ITA,2003
11170,Jacopo Seghetti,GK,108,ITA,2005
10243,Jacques Ekomie,D M S,167,GAB,2003
9415,Jaden Philogene-Bidace,D M S,71,ENG,2002
6345,Jadon Sancho,M S,80,ENG,2000
9783,Jae-Sung Lee,M S,125,KOR,1992
13185,Jahmai Simpson-Pusey,D S,88,ENG,2005
10746,Jaidon Anthony,M S,73,,
1970,Jaime Báez,F M S,112,,
7009,Jaime Mata,F M S,144,ESP,1988
6027,Jairo Riedewald,M S,78,,
6807,Jaka Bijol,D,99,SVN,1999
13585,Jake Evans,S,75,ENG,2008
12014,Jake O'Brien,D S,72,IRL,2001
12944,Jakov Medic,D S,268,CRO,1998
1146,Jakub Jankto,M S,116,,
10732,Jakub Kaminski,D M S,131,POL,2002
10012,Jakub Kiwior,D S,83,POL,2000
9284,Jakub Moder,S,220,POL,1999
13301,Jakub Stolarczyk,GK,75,POL,2000
766,Jamaal Lascelles,D S,86,,
8418,Jamal Musiala,M S,117,GER,2003
10881,James Abankwah,S,99,IRL,2004
11359,James Bree,D S,74,ENG,1997
7438,James Garner,D M S,72,ENG,2001
10747,James Hill,D S,73,ENG,2002
7753,James Justin,D S,75,ENG,1998
6818,James Maddison,M S,82,ENG,1996
10126,James McAtee,M S,88,ENG,2002
11811,James McConnell,S,87,,
489,James Milner,M S,220,ENG,1986
2249,James Rodríguez,M S,145,COL,1991
13325,James Sands,M S,288,USA,2000
11724,James Shea,S,256,,
1665,James Tarkowski,D,72,ENG,1992
530,James Tomkins,S,78,,
9077,James Trafford,GK,92,,
843,James Ward-Prowse,M S,249,ENG,1994
10542,Jamie Bynoe-Gittens,F M S,129,ENG,2004
12118,Jamie Donley,S,82,,
9718,Jamie Leweling,D M S,133,GER,2001
755,Jamie Vardy,F,75,ENG,1987
6042,Jan Bednarek,D,74,POL,1996
2261,Jan Oblak,GK,143,SVN,1993
10807,Jan Paul van Hecke,D S,220,NED,2000
12951,Jan Salas,S,239,ESP,2005
11865,Jan Schöppner,M S,280,GER,1999
8205,Jan Thielmann,D F M S,134,,
12181,Jan-Carlo Simic,S,111,,
11982,Jan-Niklas Beste,S,135,GER,1999
4271,Janik Haberer,D M S,240,GER,1994
4313,Janis Blaswich,GK,136,,
6348,Jann-Fiete Arp,F S,287,GER,2000
11923,Jannik Müller,D M S,127,,
111,Jannik Vestergaard,D S,75,DEN,1992
11344,Jaouen Hadjam,S,168,,
10187,Jarell Quansah,D S,87,ENG,2003
8476,Jarrad Branthwaite,D S,72,ENG,2002
1776,Jarrod Bowen,F M,81,ENG,1996
13217,Jarzinho Malanga,S,133,GER,2006
7235,Jason Steele,GK,220,ENG,1990
5057,Jasper Cillessen,GK,144,NED,1989
12098,Jastin García,S,223,,
2475,Jaume,GK S,146,,
2539,Jaume Costa,D S,239,,
7385,Javi Galán,D S,143,ESP,1994
8422,Javi Hernández,D M S,159,ESP,1998
10128,Javi Llabrés,M,239,ESP,2002
8263,Javi Martínez,S,157,ESP,1999
4168,Javi Muñoz,D M S,144,ESP,1995
6933,Javi Puado,F M,141,ESP,1998
7245,Javi Sánchez,D,231,ESP,1997
10322,Javier Guerra,F M S,146,ESP,2003
8413,Javier López,D S,140,ESP,2002
1719,Javier Manquillo,D S,152,ESP,1994
11761,Javier Martón,S,147,ESP,1999
12180,Javier Rodríguez,D S,152,ESP,2003
12643,Javier Rueda,S,152,,
12989,Jay Idzes,D,265,IDN,2000
13582,Jay Robinson,M S,74,ENG,2007
844,Jay Rodriguez,F S,92,ESP,2003
10718,Jay Stansfield,S,228,ENG,2002
13091,Jaydee Canvot,D M S,174,FRA,2006
9205,Jayden Bogle,D M S,238,,
12455,Jayden Danns,S,87,ENG,2006
13067,Jayden Meghoma,S,244,ENG,2006
12300,Jaílson,D S,152,BRA,1995
5610,Jean Butez,GK S,286,FRA,1995
4811,Jean Eudes Aholou,M,167,CIV,1994
11803,Jean N'Guessan,M S,180,,
10830,Jean Négoce,M S,132,,
8330,Jean Onana,M S,101,CMR,2000
7730,Jean-Charles Castelletto,D M,168,CMR,1995
6816,Jean-Clair Todibo,D S,81,FRA,1999
3209,Jean-Daniel Akpa-Akpro,D M S,271,CIV,1992
8049,Jean-Kevin Duverne,D S,168,HAI,1997
3318,Jean-Louis Leca,GK,210,,
4764,Jean-Philippe Gbamin,M S,168,CIV,1995
5735,Jean-Philippe Mateta,F S,78,FRA,1997
7762,Jean-Ricner Bellegarde,M S,229,HAI,1998
3536,Jean-Victor Makengo,F M S,179,,
10300,Jeanuël Belocian,D S,119,FRA,2005
12776,Jeff Ekhator,F M S,101,ITA,2006
2182,Jefferson Lerma,D M S,78,COL,1994
11399,Jeffinho,F M S,178,,
2665,Jeffrey Gouweleeuw,D,121,NED,1991
757,Jeffrey Schlupp,S,78,GHA,1992
10301,Jens Cajuste,M S,285,SWE,1999
256,Jens Grahl,GK,132,,
7005,Jens Odgaard,F M S,97,DEN,1999
8974,Jens Petter Hauge,S,132,,
10734,Jens Stage,M S,123,DEN,1996
11948,Jeppe Corfitzen,S,243,,
5626,Jeremie Bela,M S,270,,
3544,Jeremie Boga,F M S,170,CIV,1997
9328,Jeremie Frimpong,D M S,119,NED,2000
13398,Jeremy Agbonifo,F S,210,SWE,2005
12604,Jeremy Jorge,S,142,,
8657,Jeremy Le Douaron,F S,241,FRA,1998
13579,Jeremy Monga,S,75,ENG,2009
10036,Jeremy Sarmiento,S,220,ECU,2002
12183,Jeremy Sebas,M S,225,MTQ,2003
257,Jeremy Toljan,D S,104,,
8949,Jeremías Ledesma,GK,261,,
12006,Jesper Karlsson,F M S,97,SWE,1998
12853,Jesper Karlström,M S,99,SWE,1995
9752,Jesper Lindstrom,M S,72,DEN,2000
7955,Jesse Joronen,GK S,265,FIN,1993
8396,Jessic Ngankam,F M S,132,,
6308,Jessy Deminguet,F M S,225,,
9461,Jesurun Rak-Sakyi,S,78,,
9768,Jesús Areso,D S,157,ESP,1999
10323,Jesús Corona,S,138,,
616,Jesús Navas,D F M S,138,ESP,1985
10010,Jesús Owono,GK S,158,EQG,2001
13059,Jesús Rodriguez,M S,153,ESP,2005
10561,Jesús Santiago,M S,142,,
5234,Jesús Vallejo,D S,150,ESP,1997
9217,Jesús Vázquez,D S,146,ESP,2003
12343,Jhoanner Chávez,D M S,210,ECU,2002
11366,Jhon Durán,F S,71,,
11038,Jhon Lucumí,D S,97,COL,1998
12046,Jhon Solis,M S,223,COL,2004
12813,Jibril Othman,S,175,TUN,2004
9645,Jim Allevinah,F M S,167,GAB,1995
12497,Jimi Tauriainen,S,80,,
6082,Jiri Pavlenka,GK,123,,
6314,Joachim Andersen,D,78,DEN,1996
13636,Joachim Kayi-Sanda,S,74,FRA,2006
9233,Joakim Maehle,D M S,131,DEN,1997
9773,Joan García,GK,141,ESP,2001
10904,Joan Gonzàlez,M S,243,,
2122,Joan Jordán,M S,158,ESP,1994
1809,Joaquín Correa,F M S,106,ARG,1994
12413,Joaquín Panichelli,F M S,158,,
10766,Joe Ayodele-Aribo,D M S,74,NGA,1996
12762,Joe Lumley,GK,74,ENG,1995
561,Joe Rothwell,M S,73,,
9674,Joe Scally,D S,130,USA,2002
9959,Joe White,S,86,,
6630,Joe Willock,M S,86,ENG,1999
10756,Joe Worrall,D S,249,,
1754,Joel Asoro,F M S,180,,
12547,Joel Imasuen,S,123,,
332,Joel Matip,D S,87,,
12004,Joel Mvuka,D S,179,,
5222,Joel Pohjanpalo,F S,265,FIN,1994
510,Joel Ward,D S,78,ENG,1989
87,Joelinton,F M,86,BRA,1996
10209,Jofre Carreras,D M S,141,ESP,2001
5778,Johan Gastien,M,270,,
13102,Johan Manzambi,M S,135,SUI,2005
6242,Johan Mojica,D S,239,COL,1992
9985,Johan Vásquez,D S,101,MEX,1998
1663,Johann Berg Gudmundsson,F M S,92,,
10702,Johann Lepenant,M S,168,FRA,2002
6084,Johannes Eggestein,F S,288,GER,1998
22,John Brooks,D S,120,,
7703,John Egan,D,238,,
9170,John Finn,M S,177,,
7709,John Fleck,M S,238,,
7723,John McGinn,M S,71,SCO,1994
586,John Stones,D S,88,ENG,1994
13352,John Tolkin,D M S,287,USA,2002
7234,John Yeboah,F M S,265,ECU,2000
12323,Johnny Cardoso,M S,153,USA,2001
9466,Jon Ander Olasagasti,M S,140,ESP,2000
12182,Jon Aramburu,D S,140,VEN,2002
5179,Jon Guridi,F M S,158,ESP,1995
9922,Jon Karrikaburu,S,158,,
11204,Jon Magunacelaya,S,140,,
12353,Jon Martín,D S,140,ESP,2006
7857,Jon Moncayola,M S,157,ESP,1998
8423,Jon Pacheco Dozagarat,D S,140,ESP,2001
13262,Jonah Kusi-Asare,S,117,SWE,2007
5347,Jonas Föhrenbach,D M S,280,GER,1996
320,Jonas Hofmann,M S,119,GER,1992
3346,Jonas Martin,M S,241,FRA,1990
8678,Jonas Omlin,GK S,130,SUI,1994
12906,Jonas Rouhi,D S,98,SWE,2004
9861,Jonas Urbig,GK,117,GER,2003
10394,Jonas Wind,F M S,131,DEN,1999
12620,Jonathan Asp Jensen,S,117,,
3749,Jonathan Bamba,D F M S,152,CIV,1996
7108,Jonathan Burkardt,F S,125,GER,2000
8636,Jonathan Christian David,F S,160,CAN,2000
8697,Jonathan Clauss,D S,170,FRA,1992
7206,Jonathan Gradit,D S,210,FRA,1992
5661,Jonathan Ikone,F M S,286,FRA,1998
12628,Jonathan Norbye,S,136,,
10172,Jonathan Rowe,F M S,164,ENG,2003
183,Jonathan Tah,D,119,GER,1996
2358,Jonathan Viera,F M S,208,,
2280,Jonny,S,229,NIR,1988
807,Jonny Evans,D S,89,NIR,1988
961,Jordan Amavi,D S,241,FRA,1994
672,Jordan Ayew,F M S,78,GHA,1991
12187,Jordan Clark,M S,256,,
3275,Jordan Ferri,M S,166,FRA,1992
12882,Jordan James,M S,163,WAL,2004
6895,Jordan Lefort,D,167,MTN,1993
8660,Jordan Lotomba,S,170,SUI,1998
741,Jordan Pickford,GK,72,ENG,1994
3682,Jordan Siebatcheu,F S,177,,
12950,Jordan Teze,D S,171,NED,1999
677,Jordan Veretout,M S,178,FRA,1993
10740,Jordan Zemura,D S,99,ZIM,1999
12174,Jordi Martín,M S,142,,
6396,Jordi Mboula,F M S,94,,
12070,Jordy Makengo,D S,135,FRA,2001
8489,Jorge Cuenca,D S,228,ESP,1999
8107,Jorge De Frutos,F M S,145,ESP,1997
10858,Jorge Herrando,D S,157,ESP,2001
2210,Jorge Meré,D S,261,,
9819,Jorge Moreno,S,157,,
11419,Jorge Pascual,S,154,,
7828,Jorge Sáenz,D S,159,ESP,1996
1389,Jorginho,M S,83,ITA,1991
7739,Joris Chotard,M S,166,FRA,2001
866,Joselu,F S,150,,
9052,Josep Martínez,GK,106,ESP,1998
7826,Joseph Aidoo,D S,152,GHA,1995
987,Joseph Gomez,D S,87,,
11980,Joseph Johnson,S,256,,
12001,Joseph N'Duquidi,D M S,180,,
12170,Joseph Nonge,S,98,,
11751,Joseph Okumu,D S,177,KEN,1997
12535,Josh Acheampong,D S,80,ENG,2006
8323,Josh Brownhill,M S,92,,
1018,Josh Cullen,M S,92,,
10405,Josh Dasilva,S,244,,
11023,Josh Doig,D M S,104,,
223,Joshua Kimmich,D M S,117,GER,1995
465,Joshua King,F M S,174,NOR,1992
12410,Joshua King,M S,228,ENG,2007
6626,Joshua Vagnoman,D M S,133,GER,2000
10005,Joshua Wilson-Esbrand,D M S,177,,
8044,Joshua Zirkzee,F M S,89,NED,2001
5353,Josip Brekalo,M S,110,,
11333,Josip Juranovic,D S,240,CRO,1995
9458,Josip Stanisic,D S,117,CRO,2000
9790,Josko Gvardiol,D S,88,CRO,2002
150,Josuha Guilavogui,D S,125,,
11789,Josué Casimir,D F M S,282,HAI,2001
6470,José Arnáiz,M S,157,ESP,1995
1382,José Callejón,D F M S,155,,
4034,José Campaña,M S,144,ESP,1993
13645,José Carlos González,S,144,ESP,2006
2505,José Gayá,D S,146,ESP,1995
11358,José Gragera,M S,141,ESP,2000
4733,José Luis Palomino,D S,116,ARG,1990
2391,José Mari,S,261,,
4485,José Pozo,S,145,,
1374,José Reina,GK,286,,
9740,José Sá,GK,229,POR,1993
9809,José Ángel Carmona,D,138,ESP,2002
9031,Jota,M S,163,POR,1999
12766,Jota Silva,M S,249,POR,1999
11840,Jovan Milosevic,S,133,,
10378,Jovane Cabral,D F M S,264,,
2379,João Cancelo,D M S,148,,
12129,João Costa,S,95,,
11937,João Ferreira,D S,99,,
7892,João Félix,M S,80,POR,1999
11384,João Gomes,M S,229,BRA,2001
12734,João Neves,D M S,161,POR,2004
10715,João Palhinha,M S,117,POR,1995
8272,João Pedro,F M S,220,BRA,2001
13006,Joël Schingtienne,D S,265,BEL,2002
8780,Joël Veltman,D S,220,NED,1992
414,Juan Bernat,D M S,142,ESP,1993
7186,Juan Berrocal,D S,142,ESP,1999
11054,Juan Cabal,D S,98,COL,2001
6954,Juan Camilo Hernández,F S,153,,
8744,Juan Cruz,D S,157,ESP,2000
6759,Juan Cruz,D F M S,159,ESP,2000
1089,Juan Cuadrado,D F M S,107,COL,1988
6306,Juan Foyth,D S,154,ARG,1998
11747,Juan Herzog,D S,144,ESP,2004
9218,Juan Iglesias,D M S,142,ESP,1998
1247,Juan Jesus,D S,105,BRA,1991
10399,Juan Latasa,F S,231,ESP,2001
12096,Juan Manuel Cruz,F S,94,ESP,2000
7286,Juan Miranda,D S,97,ESP,2000
7095,Juan Musso,GK,143,ARG,1994
6257,Juan Soriano,GK,159,ESP,1997
8409,Juanlu Sanchez,D F M S,138,ESP,2003
897,Juanmi,F M S,142,ESP,1993
6121,Juanpe,D S,223,ESP,1991
10812,Jubal,D,275,BRA,1993
8824,Jude Bellingham,M S,150,ENG,2003
9824,Julen Agirrezabala,GK,147,ESP,2000
6433,Jules Koundé,D S,148,FRA,1998
261,Julian Brandt,M S,129,GER,1996
7937,Julian Chabot,D S,133,GER,1998
8392,Julian Justvan,F M S,127,,
13429,Julian Niehues,S,280,GER,2001
7997,Julian Ryerson,D M S,129,NOR,1997
372,Julian Weigl,M,130,GER,1995
11585,Julien Duranville,M S,129,BEL,2006
8650,Julien Laporte,D S,179,,
11259,Julien Le Cardinal,D S,241,FRA,1997
11015,Julien Ponceau,F M S,179,,
11058,Julio Enciso,M S,220,PAR,2004
13474,Julio Soler,S,73,ARG,2005
11745,Julián Araujo,D S,73,MEX,2001
12793,Julián Chicco,D M S,159,ARG,1998
12360,Julián Malatini,D S,123,ARG,2001
10846,Julián Álvarez,F M S,143,ARG,2000
13100,Juma Bah,D S,210,SLE,2006
12069,Junior Adamu,F S,135,AUT,2001
12639,Junior Ajayi,S,94,CIV,2004
8838,Junior Messias,F M S,101,BRA,1991
10581,Junior Mwanga,M S,282,FRA,2003
12411,Junior Ndiaye,F S,166,UAE,2005
6239,Junior Sambia,D S,108,CTA,1996
10920,Junya Ito,F M S,177,JPN,1993
9993,Jurgen Ekkelenkamp,M S,99,NED,2000
11707,Jurriën Timber,D S,83,NED,2001
13388,Justin Bourgault,D,241,FRA,2005
13038,Justin Devenny,M S,78,NIR,2003
11319,Justin Diehl,S,133,GER,2004
6963,Justin Kluivert,M S,73,NED,1999
10233,Justin Kumi,S,104,,
10585,Justin Njinmah,F M S,123,GER,2000
9744,Justin Smith,M S,141,CAN,2003
11494,Justin-Noel Kalumba,S,167,FRA,2004
8981,Jéremy Doku,F M S,88,BEL,2002
11545,Jérémy Jacquet,D,163,FRA,2005
220,Jérôme Boateng,D S,264,,
3339,Jérôme Roussillon,D S,240,GLP,1993
11070,Jørgen Strand Larsen,F S,229,NOR,2000
13633,Kacper Koscierski,S,268,GER,2007
9503,Kacper Urbanski,M S,97,POL,2004
11409,Kaelan Casey,S,81,ENG,2004
5220,Kai Havertz,F M S,83,GER,1999
10118,Kaide Gordon,S,87,,
10970,Kaiky,D S,208,,
9409,Kaine Hayden,S,71,,
9872,Kaio Jorge,F S,112,,
12918,Kaishu Sano,M,125,JPN,2000
8719,Kalvin Phillips,M S,285,ENG,1995
9630,Kamaldeen Sulemana,F M S,74,GHA,2002
12964,Kamil Grabara,GK,131,POL,1999
12442,Kamil Józwiak,M S,155,,
12325,Kamil Piatkowski,D S,155,,
10100,Kamory Doumbia,M S,241,MLI,2003
12185,Kandet Diawara,S,282,GUI,2000
10806,Kaoru Mitoma,F M S,220,JPN,1997
10836,Karamoko Dembele,S,241,,
10772,Karim Adeyemi,F M S,129,GER,2002
2631,Karim Onisiwo,M S,125,AUT,1992
9692,Karl Hein,GK,231,EST,2002
5690,Karl-Johan Johnsson,GK,225,SWE,1990
3976,Karlo Lulic,S,112,,
9635,Karol Fila,S,225,POL,1998
1226,Karol Linetty,M S,113,POL,1995
12974,Karol Mets,D,288,EST,1993
12419,Karol Swiderski,F M S,94,,
10166,Kasey McAteer,M S,75,IRL,2001
7024,Kasim Nuhu,S,120,,
12186,Kassoum Ouattara,D S,171,FRA,2004
12075,Kauã Santos,GK S,132,BRA,2003
13435,Kazeem Olaigbe,F M S,163,BEL,2003
10809,Keane Lewis-Potter,D M S,244,ENG,2001
1053,Keinan Davis,F S,99,ENG,1998
1210,Keita,F S,271,ESP,2002
11755,Keito Nakamura,F M S,177,JPN,2000
11314,Keke Maximilian Topp,F S,123,GER,2004
